timestamp_iso,timestamp_epoch,dist_left_mm,dist_center_mm,dist_right_mm,steer,throttle,direction
2026-09-19T18:09:06.761358,1789834146.7614,443,1109,293,-0.283,0.981,FORWARD_LEFT
2026-09-19T18:09:06.828140,1789834146.8281,435,1156,293,-0.283,0.992,FORWARD_LEFT
2026-09-19T18:09:06.894747,1789834146.8947,440,1225,292,-0.283,0.992,FORWARD_LEFT
2026-09-19T18:09:06.963737,1789834146.9637,433,1165,289,-0.283,0.992,FORWARD_LEFT
2026-09-19T18:09:07.028576,1789834147.0286,444,1159,287,-0.272,0.996,FORWARD_LEFT
2026-09-19T18:09:07.095263,1789834147.0953,440,1182,286,-0.272,0.996,FORWARD_LEFT
2026-09-19T18:09:07.162190,1789834147.1622,442,1153,285,-0.272,0.996,FORWARD_LEFT
2026-09-19T18:09:07.228952,1789834147.2290,448,1221,281,-0.272,0.996,FORWARD_LEFT
2026-09-19T18:09:07.295499,1789834147.2955,445,1212,285,-0.369,0.996,FORWARD_LEFT
2026-09-19T18:09:07.362421,1789834147.3624,440,1215,285,-0.522,0.996,FORWARD_LEFT
2026-09-19T18:09:07.429261,1789834147.4293,433,1178,285,-0.544,1.000,FORWARD_LEFT
2026-09-19T18:09:07.495950,1789834147.4959,433,1219,283,-0.660,0.920,FORWARD_LEFT
2026-09-19T18:09:07.562813,1789834147.5628,422,1214,293,-0.727,0.849,FORWARD_LEFT
2026-09-19T18:09:07.629704,1789834147.6297,413,1208,294,-0.742,0.822,FORWARD_LEFT
2026-09-19T18:09:07.696381,1789834147.6964,379,1224,306,-0.753,0.792,FORWARD_LEFT
2026-09-19T18:09:07.763291,1789834147.7633,358,1241,337,-0.780,0.712,FORWARD_LEFT
2026-09-19T18:09:07.830075,1789834147.8301,345,1203,343,-0.839,0.686,FORWARD_LEFT
2026-09-19T18:09:07.896743,1789834147.8967,328,1233,372,-0.832,0.667,FORWARD_LEFT
2026-09-19T18:09:07.963882,1789834147.9639,314,1199,393,-0.832,0.667,FORWARD_LEFT
2026-09-19T18:09:08.030491,1789834148.0305,304,1201,411,-0.832,0.667,FORWARD_LEFT
2026-09-19T18:09:08.097108,1789834148.0971,288,1180,435,-0.832,0.655,FORWARD_LEFT
2026-09-19T18:09:08.164040,1789834148.1640,273,1192,473,-0.824,0.705,FORWARD_LEFT
2026-09-19T18:09:08.230813,1789834148.2308,259,1222,468,-0.697,0.860,FORWARD_LEFT
2026-09-19T18:09:08.297476,1789834148.2975,253,1226,506,-0.597,0.917,FORWARD_LEFT
2026-09-19T18:09:08.365785,1789834148.3658,239,1120,567,-0.608,0.924,FORWARD_LEFT
2026-09-19T18:09:08.431186,1789834148.4312,226,1136,615,-0.608,0.924,FORWARD_LEFT
2026-09-19T18:09:08.497705,1789834148.4977,221,1112,633,-0.608,0.924,FORWARD_LEFT
2026-09-19T18:09:08.564713,1789834148.5647,212,1043,670,-0.608,0.924,FORWARD_LEFT
2026-09-19T18:09:08.631513,1789834148.6315,201,956,704,-0.608,0.924,FORWARD_LEFT
2026-09-19T18:09:08.698217,1789834148.6982,200,894,744,-0.593,0.943,FORWARD_LEFT
2026-09-19T18:09:08.765154,1789834148.7652,181,667,839,-0.369,0.974,FORWARD_LEFT
2026-09-19T18:09:08.831866,1789834148.8319,178,616,906,-0.115,1.000,FORWARD
2026-09-19T18:09:08.898605,1789834148.8986,170,542,997,0.055,1.000,FORWARD
2026-09-19T18:09:08.965522,1789834148.9655,165,497,971,0.160,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.032377,1789834149.0324,167,512,959,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.098984,1789834149.0990,161,517,975,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.165912,1789834149.1659,149,518,968,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.232744,1789834149.2327,147,536,974,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.299467,1789834149.2995,146,534,935,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.366384,1789834149.3664,143,646,873,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.433153,1789834149.4332,141,695,867,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.499824,1789834149.4998,142,796,843,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.566737,1789834149.5667,141,837,803,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.633570,1789834149.6336,141,857,771,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.700206,1789834149.7002,142,901,807,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.767159,1789834149.7672,135,909,784,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.833934,1789834149.8339,134,921,774,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.900624,1789834149.9006,136,938,751,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:09.967552,1789834149.9676,142,959,713,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.034333,1789834150.0343,138,938,723,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.100984,1789834150.1010,137,923,701,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.167927,1789834150.1679,136,930,694,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.234740,1789834150.2347,138,911,698,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.301404,1789834150.3014,138,901,680,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.368312,1789834150.3683,147,899,649,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.435136,1789834150.4351,148,869,634,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.501800,1789834150.5018,159,878,614,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.568745,1789834150.5687,152,859,611,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.635523,1789834150.6355,156,841,619,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.702174,1789834150.7022,160,833,592,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.769116,1789834150.7691,161,828,598,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.835909,1789834150.8359,164,810,576,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.902584,1789834150.9026,167,800,577,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:10.969520,1789834150.9695,170,791,557,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:11.036313,1789834151.0363,175,785,553,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:11.102969,1789834151.1030,180,772,543,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:11.169902,1789834151.1699,187,757,545,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:11.236719,1789834151.2367,200,745,530,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:11.303379,1789834151.3034,203,733,520,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:11.370291,1789834151.3703,213,722,508,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:11.437128,1789834151.4371,222,723,501,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:11.503758,1789834151.5038,233,726,478,0.384,1.000,FORWARD_RIGHT
2026-09-19T18:09:11.570690,1789834151.5707,266,699,470,0.107,1.000,FORWARD
2026-09-19T18:09:11.637537,1789834151.6375,280,691,454,-0.014,1.000,FORWARD
2026-09-19T18:09:11.704161,1789834151.7042,320,687,450,-0.141,1.000,FORWARD
2026-09-19T18:09:11.771112,1789834151.7711,481,669,451,-0.156,1.000,FORWARD_LEFT
2026-09-19T18:09:11.837925,1789834151.8379,559,653,452,-0.163,1.000,FORWARD_LEFT
2026-09-19T18:09:11.904599,1789834151.9046,658,640,447,-0.163,1.000,FORWARD_LEFT
2026-09-19T18:09:11.971537,1789834151.9715,805,617,436,-0.163,1.000,FORWARD_LEFT
2026-09-19T18:09:12.038382,1789834152.0384,806,605,433,-0.163,1.000,FORWARD_LEFT
2026-09-19T18:09:12.104968,1789834152.1050,797,602,444,-0.163,1.000,FORWARD_LEFT
2026-09-19T18:09:12.171981,1789834152.1720,768,568,445,-0.163,1.000,FORWARD_LEFT
2026-09-19T18:09:12.238708,1789834152.2387,770,563,444,-0.163,1.000,FORWARD_LEFT
2026-09-19T18:09:12.305429,1789834152.3054,761,554,441,-0.163,1.000,FORWARD_LEFT
2026-09-19T18:09:12.372307,1789834152.3723,726,528,445,-0.163,1.000,FORWARD_LEFT
2026-09-19T18:09:12.439115,1789834152.4391,719,524,429,-0.163,1.000,FORWARD_LEFT
2026-09-19T18:09:12.505756,1789834152.5058,711,510,439,-0.253,1.000,FORWARD_LEFT
2026-09-19T18:09:12.572728,1789834152.5727,681,489,433,-0.298,1.000,FORWARD_LEFT
2026-09-19T18:09:12.639551,1789834152.6396,660,477,439,-0.529,1.000,FORWARD_LEFT
2026-09-19T18:09:12.706154,1789834152.7062,649,472,441,-0.604,0.970,FORWARD_LEFT
2026-09-19T18:09:12.773080,1789834152.7731,638,444,458,-0.597,0.955,FORWARD_LEFT
2026-09-19T18:09:12.839877,1789834152.8399,641,439,456,-0.608,0.951,FORWARD_LEFT
2026-09-19T18:09:12.906661,1789834152.9067,642,421,459,-0.608,0.951,FORWARD_LEFT
2026-09-19T18:09:12.973490,1789834152.9735,633,415,484,-0.608,0.951,FORWARD_LEFT
2026-09-19T18:09:13.040287,1789834153.0403,634,412,492,-0.608,0.951,FORWARD_LEFT
2026-09-19T18:09:13.106920,1789834153.1069,655,397,516,-0.608,0.951,FORWARD_LEFT
2026-09-19T18:09:13.173862,1789834153.1739,673,392,516,-0.608,0.951,FORWARD_LEFT
2026-09-19T18:09:13.240672,1789834153.2407,687,387,513,-0.608,0.939,FORWARD_LEFT
2026-09-19T18:09:13.307372,1789834153.3074,678,377,497,-0.608,0.939,FORWARD_LEFT
2026-09-19T18:09:13.374265,1789834153.3743,700,364,483,-0.608,0.939,FORWARD_LEFT
2026-09-19T18:09:13.441092,1789834153.4411,717,358,468,-0.608,0.939,FORWARD_LEFT
2026-09-19T18:09:13.507676,1789834153.5077,698,353,442,-0.608,0.936,FORWARD_LEFT
2026-09-19T18:09:13.574535,1789834153.5745,748,344,412,-0.608,0.936,FORWARD_LEFT
2026-09-19T18:09:13.641426,1789834153.6414,743,341,397,-0.619,0.932,FORWARD_LEFT
2026-09-19T18:09:13.708085,1789834153.7081,741,335,376,-0.619,0.932,FORWARD_LEFT
2026-09-19T18:09:13.774971,1789834153.7750,790,326,368,-0.619,0.932,FORWARD_LEFT
2026-09-19T18:09:13.841660,1789834153.8417,814,321,346,-0.619,0.932,FORWARD_LEFT
2026-09-19T18:09:13.908376,1789834153.9084,824,319,340,-0.619,0.932,FORWARD_LEFT
2026-09-19T18:09:13.975252,1789834153.9753,965,318,323,-0.619,0.932,FORWARD_LEFT
2026-09-19T18:09:14.042147,1789834154.0421,968,310,304,-0.619,0.932,FORWARD_LEFT
2026-09-19T18:09:14.108766,1789834154.1088,1000,311,303,-0.619,0.932,FORWARD_LEFT
2026-09-19T18:09:14.175742,1789834154.1757,1086,306,285,-0.619,0.932,FORWARD_LEFT
2026-09-19T18:09:14.242402,1789834154.2424,1202,305,276,-0.619,0.932,FORWARD_LEFT
2026-09-19T18:09:14.309194,1789834154.3092,1213,303,269,-0.619,0.932,FORWARD_LEFT
2026-09-19T18:09:14.376172,1789834154.3762,1252,301,256,-0.753,0.750,FORWARD_LEFT
2026-09-19T18:09:14.442795,1789834154.4428,1237,295,251,-0.836,0.678,FORWARD_LEFT
2026-09-19T18:09:14.510986,1789834154.5110,-1,304,243,-0.832,0.663,FORWARD_LEFT
2026-09-19T18:09:14.576529,1789834154.5765,-1,306,238,-0.832,0.663,FORWARD_LEFT
2026-09-19T18:09:14.643186,1789834154.6432,1237,312,238,-0.832,0.663,FORWARD_LEFT
2026-09-19T18:09:14.711974,1789834154.7120,-1,322,235,-0.832,0.663,FORWARD_LEFT
2026-09-19T18:09:14.776946,1789834154.7769,-1,338,232,-0.768,0.731,FORWARD_LEFT
2026-09-19T18:09:14.843609,1789834154.8436,-1,340,229,-0.529,0.970,FORWARD_LEFT
2026-09-19T18:09:14.911985,1789834154.9120,-1,351,227,-0.492,0.977,FORWARD_LEFT
2026-09-19T18:09:14.977338,1789834154.9773,-1,369,228,-0.488,0.981,FORWARD_LEFT
2026-09-19T18:09:15.043975,1789834155.0440,1252,358,225,-0.477,0.981,FORWARD_LEFT
2026-09-19T18:09:15.111100,1789834155.1111,1225,369,217,-0.477,0.981,FORWARD_LEFT
2026-09-19T18:09:15.177747,1789834155.1777,1260,362,211,-0.477,0.981,FORWARD_LEFT
2026-09-19T18:09:15.244381,1789834155.2444,1241,371,206,-0.477,0.981,FORWARD_LEFT
2026-09-19T18:09:15.311961,1789834155.3120,-1,358,199,-0.526,0.981,FORWARD_LEFT
2026-09-19T18:09:15.378147,1789834155.3781,1186,366,197,-0.604,0.913,FORWARD_LEFT
2026-09-19T18:09:15.444806,1789834155.4448,1205,363,194,-0.630,0.898,FORWARD_LEFT
2026-09-19T18:09:15.511782,1789834155.5118,1119,392,192,-0.720,0.841,FORWARD_LEFT
2026-09-19T18:09:15.578543,1789834155.5785,1119,405,189,-0.757,0.720,FORWARD_LEFT
2026-09-19T18:09:15.645212,1789834155.6452,1003,416,190,-0.780,0.682,FORWARD_LEFT
2026-09-19T18:09:15.712133,1789834155.7121,948,459,195,-0.791,0.674,FORWARD_LEFT
2026-09-19T18:09:15.778930,1789834155.7789,838,480,199,-0.791,0.674,FORWARD_LEFT
2026-09-19T18:09:15.845615,1789834155.8456,715,483,198,-0.746,0.777,FORWARD_LEFT
2026-09-19T18:09:15.912532,1789834155.9125,617,515,204,-0.600,0.883,FORWARD_LEFT
2026-09-19T18:09:15.979331,1789834155.9793,595,528,208,-0.600,0.894,FORWARD_LEFT
2026-09-19T18:09:16.045978,1789834156.0460,545,553,209,-0.600,0.894,FORWARD_LEFT
2026-09-19T18:09:16.112860,1789834156.1129,509,623,213,-0.600,0.894,FORWARD_LEFT
2026-09-19T18:09:16.179682,1789834156.1797,493,626,217,-0.600,0.894,FORWARD_LEFT
2026-09-19T18:09:16.246348,1789834156.2463,475,658,217,-0.600,0.894,FORWARD_LEFT
2026-09-19T18:09:16.313275,1789834156.3133,452,792,226,-0.548,0.955,FORWARD_LEFT
2026-09-19T18:09:16.380090,1789834156.3801,429,830,230,-0.533,0.962,FORWARD_LEFT
2026-09-19T18:09:16.446738,1789834156.4467,415,897,236,-0.533,0.974,FORWARD_LEFT
2026-09-19T18:09:16.513662,1789834156.5137,395,953,243,-0.533,0.974,FORWARD_LEFT
2026-09-19T18:09:16.580468,1789834156.5805,380,1026,245,-0.533,0.974,FORWARD_LEFT
2026-09-19T18:09:16.647135,1789834156.6471,384,1043,249,-0.204,0.970,FORWARD_LEFT
2026-09-19T18:09:16.714083,1789834156.7141,368,1026,250,-0.126,0.974,FORWARD
2026-09-19T18:09:16.780917,1789834156.7809,362,1029,255,-0.126,0.985,FORWARD
2026-09-19T18:09:16.847587,1789834156.8476,356,1022,257,-0.268,0.996,FORWARD_LEFT
2026-09-19T18:09:16.914488,1789834156.9145,361,998,263,-0.313,1.000,FORWARD_LEFT
2026-09-19T18:09:16.981282,1789834156.9813,365,1005,256,-0.324,1.000,FORWARD_LEFT
2026-09-19T18:09:17.047961,1789834157.0480,362,1003,263,-0.279,1.000,FORWARD_LEFT
2026-09-19T18:09:17.114877,1789834157.1149,355,968,264,-0.118,1.000,FORWARD
2026-09-19T18:09:17.181778,1789834157.1818,355,943,265,-0.040,1.000,FORWARD
2026-09-19T18:09:17.248343,1789834157.2483,367,944,266,-0.014,1.000,FORWARD
2026-09-19T18:09:17.315255,1789834157.3153,366,949,264,0.000,1.000,FORWARD
2026-09-19T18:09:17.382046,1789834157.3820,368,925,256,0.000,1.000,FORWARD
2026-09-19T18:09:17.448566,1789834157.4486,377,913,253,0.000,1.000,FORWARD
2026-09-19T18:09:17.515605,1789834157.5156,377,888,248,0.040,1.000,FORWARD
2026-09-19T18:09:17.582373,1789834157.5824,380,886,243,0.055,1.000,FORWARD
2026-09-19T18:09:17.649056,1789834157.6491,379,880,239,0.092,1.000,FORWARD
2026-09-19T18:09:17.715984,1789834157.7160,381,863,242,0.167,1.000,FORWARD_RIGHT
2026-09-19T18:09:17.782889,1789834157.7829,389,838,241,0.167,1.000,FORWARD_RIGHT
2026-09-19T18:09:17.849479,1789834157.8495,401,837,247,0.156,1.000,FORWARD_RIGHT
2026-09-19T18:09:17.916457,1789834157.9165,424,808,254,0.156,1.000,FORWARD_RIGHT
2026-09-19T18:09:17.983168,1789834157.9832,436,794,244,0.104,1.000,FORWARD
2026-09-19T18:09:18.049850,1789834158.0498,483,778,244,0.000,1.000,FORWARD
2026-09-19T18:09:18.116751,1789834158.1168,516,775,238,0.000,1.000,FORWARD
2026-09-19T18:09:18.183576,1789834158.1836,543,764,243,0.000,1.000,FORWARD
2026-09-19T18:09:18.250209,1789834158.2502,633,753,237,0.000,1.000,FORWARD
2026-09-19T18:09:18.317154,1789834158.3172,744,731,233,0.000,1.000,FORWARD
2026-09-19T18:09:18.383946,1789834158.3839,783,723,234,0.000,1.000,FORWARD
2026-09-19T18:09:18.450684,1789834158.4507,850,707,232,0.000,1.000,FORWARD
2026-09-19T18:09:18.517553,1789834158.5176,828,706,224,0.000,1.000,FORWARD
2026-09-19T18:09:18.584468,1789834158.5845,910,672,229,0.000,1.000,FORWARD
2026-09-19T18:09:18.651032,1789834158.6510,899,670,224,-0.171,1.000,FORWARD_LEFT
2026-09-19T18:09:18.717954,1789834158.7180,861,639,221,-0.223,1.000,FORWARD_LEFT
2026-09-19T18:09:18.784777,1789834158.7848,819,637,221,-0.287,1.000,FORWARD_LEFT
2026-09-19T18:09:18.851474,1789834158.8515,822,635,223,-0.294,1.000,FORWARD_LEFT
2026-09-19T18:09:18.918372,1789834158.9184,846,604,217,-0.302,1.000,FORWARD_LEFT
2026-09-19T18:09:18.985151,1789834158.9852,801,600,220,-0.298,1.000,FORWARD_LEFT
2026-09-19T18:09:19.051866,1789834159.0519,796,590,218,-0.298,1.000,FORWARD_LEFT
2026-09-19T18:09:19.118783,1789834159.1188,798,573,221,-0.298,1.000,FORWARD_LEFT
2026-09-19T18:09:19.185551,1789834159.1856,760,559,220,0.000,1.000,FORWARD
2026-09-19T18:09:19.252248,1789834159.2522,761,550,226,0.059,1.000,FORWARD
2026-09-19T18:09:19.319164,1789834159.3192,737,533,223,0.077,1.000,FORWARD
2026-09-19T18:09:19.386003,1789834159.3860,714,516,226,0.077,1.000,FORWARD
2026-09-19T18:09:19.452652,1789834159.4527,712,507,218,0.077,1.000,FORWARD
2026-09-19T18:09:19.519636,1789834159.5196,673,497,219,0.089,1.000,FORWARD
2026-09-19T18:09:19.586361,1789834159.5864,657,485,215,0.089,1.000,FORWARD
2026-09-19T18:09:19.653035,1789834159.6530,663,481,211,0.089,1.000,FORWARD
2026-09-19T18:09:19.719903,1789834159.7199,641,451,212,0.089,1.000,FORWARD
2026-09-19T18:09:19.786803,1789834159.7868,629,450,208,-0.118,1.000,FORWARD
2026-09-19T18:09:19.853434,1789834159.8534,595,439,208,-0.182,1.000,FORWARD_LEFT
2026-09-19T18:09:19.920486,1789834159.9205,573,417,206,-0.193,1.000,FORWARD_LEFT
2026-09-19T18:09:19.987154,1789834159.9872,561,401,209,-0.287,1.000,FORWARD_LEFT
2026-09-19T18:09:20.053879,1789834160.0539,570,393,210,-0.537,0.989,FORWARD_LEFT
2026-09-19T18:09:20.120770,1789834160.1208,531,371,208,-0.727,0.830,FORWARD_LEFT
2026-09-19T18:09:20.187595,1789834160.1876,529,358,213,-0.836,0.618,FORWARD_LEFT
2026-09-19T18:09:20.254247,1789834160.2542,517,357,214,-0.981,0.417,FORWARD_LEFT
2026-09-19T18:09:20.321189,1789834160.3212,518,333,226,-1.000,0.193,FORWARD_LEFT
2026-09-19T18:09:20.387931,1789834160.3879,521,337,235,-1.000,0.152,FORWARD_LEFT
2026-09-19T18:09:20.454625,1789834160.4546,537,337,238,-1.000,0.152,FORWARD_LEFT
2026-09-19T18:09:20.521543,1789834160.5215,535,337,235,-0.974,0.466,FORWARD_LEFT
2026-09-19T18:09:20.588341,1789834160.5883,509,336,237,-0.694,0.852,FORWARD_LEFT
2026-09-19T18:09:20.654992,1789834160.6550,529,330,237,-0.694,0.856,FORWARD_LEFT
2026-09-19T18:09:20.721911,1789834160.7219,538,332,256,-0.727,0.833,FORWARD_LEFT
2026-09-19T18:09:20.788736,1789834160.7887,543,327,264,-0.750,0.746,FORWARD_LEFT
2026-09-19T18:09:20.855400,1789834160.8554,544,319,270,-0.761,0.671,FORWARD_LEFT
2026-09-19T18:09:20.922352,1789834160.9224,546,310,310,-0.821,0.602,FORWARD_LEFT
2026-09-19T18:09:20.989109,1789834160.9891,594,311,314,-0.836,0.576,FORWARD_LEFT
2026-09-19T18:09:21.055784,1789834161.0558,570,305,330,-0.836,0.576,FORWARD_LEFT
2026-09-19T18:09:21.122741,1789834161.1227,629,306,346,-0.824,0.576,FORWARD_LEFT
2026-09-19T18:09:21.189548,1789834161.1895,657,299,356,-0.824,0.576,FORWARD_LEFT
2026-09-19T18:09:21.256179,1789834161.2562,682,297,352,-0.824,0.576,FORWARD_LEFT
2026-09-19T18:09:21.323087,1789834161.3231,702,303,339,-0.824,0.576,FORWARD_LEFT
2026-09-19T18:09:21.389914,1789834161.3899,769,298,341,-0.824,0.576,FORWARD_LEFT
2026-09-19T18:09:21.456566,1789834161.4566,-1,303,334,-0.824,0.576,FORWARD_LEFT
2026-09-19T18:09:21.523504,1789834161.5235,789,303,318,-0.824,0.576,FORWARD_LEFT
2026-09-19T18:09:21.590261,1789834161.5903,878,297,315,-0.824,0.576,FORWARD_LEFT
2026-09-19T18:09:21.656940,1789834161.6569,-1,301,303,-0.824,0.576,FORWARD_LEFT
2026-09-19T18:09:21.723881,1789834161.7239,-1,299,292,-0.824,0.576,FORWARD_LEFT
2026-09-19T18:09:21.790898,1789834161.7909,-1,304,294,-0.821,0.618,FORWARD_LEFT
2026-09-19T18:09:21.857475,1789834161.8575,-1,303,287,-0.821,0.640,FORWARD_LEFT
2026-09-19T18:09:21.924406,1789834161.9244,-1,308,280,-0.821,0.640,FORWARD_LEFT
2026-09-19T18:09:21.991175,1789834161.9912,-1,307,280,-0.821,0.640,FORWARD_LEFT
2026-09-19T18:09:22.057832,1789834162.0578,-1,311,269,-0.817,0.652,FORWARD_LEFT
2026-09-19T18:09:22.124784,1789834162.1248,-1,322,260,-0.817,0.652,FORWARD_LEFT
2026-09-19T18:09:22.191590,1789834162.1916,-1,324,261,-0.817,0.652,FORWARD_LEFT
2026-09-19T18:09:22.258166,1789834162.2582,-1,324,256,-0.817,0.652,FORWARD_LEFT
2026-09-19T18:09:22.325176,1789834162.3252,-1,333,261,-0.817,0.652,FORWARD_LEFT
2026-09-19T18:09:22.391805,1789834162.3918,-1,343,255,-0.817,0.652,FORWARD_LEFT
2026-09-19T18:09:22.461166,1789834162.4612,-1,347,246,-0.776,0.705,FORWARD_LEFT
2026-09-19T18:09:22.525549,1789834162.5255,-1,357,246,-0.776,0.705,FORWARD_LEFT
2026-09-19T18:09:22.592225,1789834162.5922,-1,366,243,-0.772,0.716,FORWARD_LEFT
2026-09-19T18:09:22.661204,1789834162.6612,-1,379,239,-0.761,0.731,FORWARD_LEFT
2026-09-19T18:09:22.725977,1789834162.7260,-1,397,243,-0.761,0.731,FORWARD_LEFT
2026-09-19T18:09:22.792624,1789834162.7926,-1,404,236,-0.761,0.731,FORWARD_LEFT
2026-09-19T18:09:22.861203,1789834162.8612,-1,411,240,-0.761,0.731,FORWARD_LEFT
2026-09-19T18:09:22.926388,1789834162.9264,696,436,242,-0.761,0.731,FORWARD_LEFT
2026-09-19T18:09:22.993160,1789834162.9932,659,452,240,-0.724,0.822,FORWARD_LEFT
2026-09-19T18:09:23.060218,1789834163.0602,524,498,244,-0.578,0.947,FORWARD_LEFT
2026-09-19T18:09:23.126779,1789834163.1268,494,493,247,-0.578,0.947,FORWARD_LEFT
2026-09-19T18:09:23.193394,1789834163.1934,433,540,246,-0.578,0.947,FORWARD_LEFT
2026-09-19T18:09:23.260314,1789834163.2603,392,558,246,-0.537,0.962,FORWARD_LEFT
2026-09-19T18:09:23.327113,1789834163.3271,383,570,251,-0.447,0.981,FORWARD_LEFT
2026-09-19T18:09:23.393793,1789834163.3938,376,584,249,-0.443,0.977,FORWARD_LEFT
2026-09-19T18:09:23.461196,1789834163.4612,386,591,241,-0.443,0.977,FORWARD_LEFT
2026-09-19T18:09:23.527521,1789834163.5275,376,614,240,-0.443,0.977,FORWARD_LEFT
2026-09-19T18:09:23.594171,1789834163.5942,375,600,237,-0.522,0.989,FORWARD_LEFT
2026-09-19T18:09:23.661101,1789834163.6611,370,636,238,-0.552,0.974,FORWARD_LEFT
2026-09-19T18:09:23.727912,1789834163.7279,361,657,239,-0.552,0.962,FORWARD_LEFT
2026-09-19T18:09:23.794600,1789834163.7946,340,663,236,-0.552,0.962,FORWARD_LEFT
2026-09-19T18:09:23.861531,1789834163.8615,338,732,242,-0.552,0.962,FORWARD_LEFT
2026-09-19T18:09:23.928306,1789834163.9283,329,755,243,-0.552,0.962,FORWARD_LEFT
2026-09-19T18:09:23.994954,1789834163.9950,323,-1,244,-0.552,0.962,FORWARD_LEFT
2026-09-19T18:09:24.061885,1789834164.0619,305,-1,254,-0.552,0.962,FORWARD_LEFT
2026-09-19T18:09:24.128704,1789834164.1287,296,-1,252,-0.552,0.962,FORWARD_LEFT
2026-09-19T18:09:24.195369,1789834164.1954,286,830,257,-0.466,0.981,FORWARD_LEFT
2026-09-19T18:09:24.262284,1789834164.2623,279,-1,259,-0.443,0.981,FORWARD_LEFT
2026-09-19T18:09:24.329115,1789834164.3291,270,-1,265,-0.432,0.981,FORWARD_LEFT
2026-09-19T18:09:24.395757,1789834164.3958,261,-1,269,-0.432,0.981,FORWARD_LEFT
2026-09-19T18:09:24.462704,1789834164.4627,263,-1,274,-0.421,0.989,FORWARD_LEFT
2026-09-19T18:09:24.529506,1789834164.5295,257,1262,272,-0.421,0.989,FORWARD_LEFT
2026-09-19T18:09:24.596146,1789834164.5961,251,-1,277,-0.421,0.989,FORWARD_LEFT
2026-09-19T18:09:24.663074,1789834164.6631,249,-1,285,-0.421,0.989,FORWARD_LEFT
2026-09-19T18:09:24.729930,1789834164.7299,245,-1,288,-0.421,0.989,FORWARD_LEFT
2026-09-19T18:09:24.796585,1789834164.7966,238,-1,288,-0.421,0.989,FORWARD_LEFT
2026-09-19T18:09:24.863521,1789834164.8635,233,-1,294,-0.421,0.989,FORWARD_LEFT
2026-09-19T18:09:24.930327,1789834164.9303,231,-1,299,-0.395,1.000,FORWARD_LEFT
2026-09-19T18:09:24.996947,1789834164.9969,236,-1,307,-0.395,1.000,FORWARD_LEFT
2026-09-19T18:09:25.063895,1789834165.0639,228,-1,312,-0.395,1.000,FORWARD_LEFT
2026-09-19T18:09:25.130720,1789834165.1307,225,-1,319,-0.406,1.000,FORWARD_LEFT
2026-09-19T18:09:25.197351,1789834165.1974,226,-1,328,-0.406,1.000,FORWARD_LEFT
2026-09-19T18:09:25.264299,1789834165.2643,220,-1,329,-0.387,1.000,FORWARD_LEFT
2026-09-19T18:09:25.331096,1789834165.3311,220,-1,327,-0.302,1.000,FORWARD_LEFT
2026-09-19T18:09:25.397725,1789834165.3977,216,-1,335,-0.283,1.000,FORWARD_LEFT
2026-09-19T18:09:25.464681,1789834165.4647,213,-1,339,-0.283,1.000,FORWARD_LEFT
